Filename,mean(exx),stdev(exx),mean(eyy),stdev(eyy),mean(exy),stdev(exy)
BY60C-9_page_0206.out,-0.00280182,0.000474242,0.00850478,0.000649486,-4.42E-05,0.000255087
BY60C-9_page_0207.out,-0.00270568,0.000462043,0.00821418,0.000641914,-4.46E-05,0.000248804
BY60C-9_page_0208.out,-0.00260473,0.000481437,0.00792858,0.00062153,-3.47E-05,0.000260354
BY60C-9_page_0209.out,-0.00250092,0.000477457,0.00762178,0.000610521,-4.14E-05,0.000250202
BY60C-9_page_0210.out,-0.00241006,0.0004362,0.00731403,0.000640095,-4.27E-05,0.000255209
BY60C-9_page_0211.out,-0.00231994,0.000470217,0.00703186,0.000610266,-3.95E-05,0.000253851
BY60C-9_page_0212.out,-0.00221019,0.000449596,0.0067389,0.000587508,-3.88E-05,0.000240115
BY60C-9_page_0213.out,-0.0020984,0.0004306,0.0064215,0.000630633,-4.45E-05,0.00024267
BY60C-9_page_0214.out,-0.00200917,0.00043004,0.00611979,0.000585255,-4.44E-05,0.000242733
BY60C-9_page_0215.out,-0.0019183,0.000439182,0.0058183,0.000570093,-3.58E-05,0.00023389
BY60C-9_page_0216.out,-0.00182993,0.000417088,0.00547554,0.000617681,-3.65E-05,0.000235601
BY60C-9_page_0217.out,-0.00173902,0.00047093,0.00516737,0.000602919,-2.62E-05,0.000220588
BY60C-9_page_0218.out,-0.00163633,0.000452171,0.00487529,0.000541826,-3.73E-05,0.000216558
BY60C-9_page_0219.out,-0.0015258,0.000480374,0.00455639,0.000527197,-1.47E-05,0.000230086
BY60C-9_page_0220.out,-0.00143052,0.000437057,0.00421707,0.000565423,-1.29E-05,0.000215119
BY60C-9_page_0221.out,-0.00132558,0.000450528,0.00389739,0.000529022,-1.26E-05,0.000217539
BY60C-9_page_0222.out,-0.00123169,0.000474568,0.00356099,0.000520996,-1.29E-06,0.000209253
BY60C-9_page_0223.out,-0.00112186,0.000449583,0.00326028,0.00048942,-1.86E-06,0.000197645
BY60C-9_page_0224.out,-0.000997078,0.000460377,0.00292052,0.000478903,-1.25E-05,0.00020672
BY60C-9_page_0225.out,-0.000887404,0.00042857,0.00258757,0.000481369,1.29E-05,0.000215196
BY60C-9_page_0226.out,-0.000789618,0.000432378,0.0022522,0.000490071,1.52E-06,0.000188907
BY60C-9_page_0227.out,-0.000693819,0.000437875,0.00191982,0.000458769,1.18E-05,0.000199881
BY60C-9_page_0228.out,-0.000573671,0.000429133,0.0015866,0.000455131,1.74E-05,0.000213437
BY60C-9_page_0229.out,-0.000465107,0.000450677,0.00125444,0.0004541,1.10E-05,0.000208646
BY60C-9_page_0230.out,-0.000372528,0.000444828,0.000929091,0.000440574,1.74E-05,0.000190587
BY60C-9_page_0231.out,-0.000272097,0.000434744,0.000602222,0.000427983,2.12E-05,0.000200296
BY60C-9_page_0232.out,-0.000276512,0.000438577,0.000617786,0.000446715,1.07E-05,0.000197204
BY60C-9_page_0233.out,-0.000348821,0.000423936,0.000913153,0.000404333,2.69E-05,0.000200061
BY60C-9_page_0234.out,-0.000444087,0.000426018,0.0012149,0.000436035,1.07E-05,0.00019907
BY60C-9_page_0235.out,-0.00053725,0.000406593,0.00152148,0.000448658,-4.13E-06,0.000203331
BY60C-9_page_0236.out,-0.000659788,0.000464785,0.00183754,0.000450615,1.74E-05,0.000203443
BY60C-9_page_0237.out,-0.0007634,0.000481836,0.00213179,0.000481448,1.39E-05,0.00018729
BY60C-9_page_0238.out,-0.000861858,0.000481192,0.00244676,0.000503436,1.24E-05,0.000215153
BY60C-9_page_0239.out,-0.00094933,0.000471729,0.00278419,0.000498162,5.82E-06,0.000217876
BY60C-9_page_0240.out,-0.00105659,0.000485322,0.00312386,0.000494321,-1.27E-05,0.000207102
BY60C-9_page_0241.out,-0.00117058,0.000492234,0.00342309,0.00052669,-1.08E-05,0.000219236
BY60C-9_page_0242.out,-0.00126223,0.000492717,0.00374395,0.000522549,-8.40E-06,0.000215923
BY60C-9_page_0243.out,-0.00137772,0.000531796,0.00404756,0.000550023,-1.38E-05,0.000226404
BY60C-9_page_0244.out,-0.00148412,0.000498417,0.00437467,0.00056113,-2.09E-05,0.000231001
BY60C-9_page_0245.out,-0.00159421,0.000503154,0.00470935,0.000548642,-2.15E-05,0.000243427
BY60C-9_page_0246.out,-0.00168016,0.000494666,0.00503056,0.000588299,-3.58E-05,0.00022286
BY60C-9_page_0247.out,-0.00179178,0.000500024,0.00532445,0.000605197,-1.97E-05,0.000241567
BY60C-9_page_0248.out,-0.00188242,0.000476152,0.00566978,0.000568399,-2.18E-05,0.000254029
BY60C-9_page_0249.out,-0.0019931,0.000506786,0.00598301,0.000596095,-3.48E-05,0.000247355
BY60C-9_page_0250.out,-0.00207835,0.000526973,0.00629933,0.000642325,-4.38E-05,0.000251911
BY60C-9_page_0251.out,-0.00218157,0.000498865,0.00662435,0.000646354,-2.25E-05,0.000262673
BY60C-9_page_0252.out,-0.00229334,0.000547396,0.00696464,0.000636256,-3.07E-05,0.000264304
BY60C-9_page_0253.out,-0.00241117,0.000518308,0.00724246,0.000664634,-2.52E-05,0.000269409
BY60C-9_page_0254.out,-0.00249949,0.000538359,0.00758385,0.000653615,-2.72E-05,0.000280823
BY60C-9_page_0255.out,-0.00261605,0.000537707,0.00790929,0.000654026,-3.40E-05,0.00028075
BY60C-9_page_0256.out,-0.00271772,0.000535001,0.0082266,0.000675275,-3.23E-05,0.000277566
BY60C-9_page_0257.out,-0.00283288,0.000576314,0.00854618,0.000702317,-3.17E-05,0.000277777
BY60C-9_page_0258.out,-0.00292901,0.000572424,0.00887324,0.000711222,-3.90E-05,0.000285653
BY60C-9_page_0259.out,-0.00304355,0.000561458,0.0091958,0.000767578,-3.92E-05,0.000310601
BY60C-9_page_0260.out,-0.00314812,0.000569763,0.00953732,0.000721379,-5.58E-05,0.000306342
BY60C-9_page_0261.out,-0.0032646,0.000577171,0.00988437,0.000746267,-4.20E-05,0.000321362
BY60C-9_page_0262.out,-0.00337597,0.000565906,0.0102402,0.000806449,-5.40E-05,0.000301985
BY60C-9_page_0263.out,-0.00348371,0.00057653,0.0106133,0.000809785,-6.45E-05,0.00031818
BY60C-9_page_0264.out,-0.00361719,0.000594345,0.011002,0.000790786,-6.53E-05,0.000336168
BY60C-9_page_0265.out,-0.00373282,0.000605336,0.0113606,0.000840035,-6.46E-05,0.00033327
BY60C-9_page_0266.out,-0.0038531,0.000617029,0.0117356,0.000846851,-5.92E-05,0.000341519
BY60C-9_page_0267.out,-0.00385761,0.000594271,0.0117964,0.000886535,-6.34E-05,0.000345663
BY60C-9_page_0268.out,-0.0037845,0.000607924,0.0115188,0.000885296,-6.18E-05,0.000339588
BY60C-9_page_0269.out,-0.00367392,0.00063606,0.0112404,0.000856587,-6.99E-05,0.000338354
BY60C-9_page_0270.out,-0.00359095,0.000624371,0.0109438,0.000837766,-6.92E-05,0.000330837
BY60C-9_page_0271.out,-0.00351018,0.000625347,0.0106295,0.000854836,-6.48E-05,0.000319089
BY60C-9_page_0272.out,-0.00342091,0.000652015,0.0103323,0.000865868,-5.12E-05,0.000315915
BY60C-9_page_0273.out,-0.00331207,0.000642526,0.0100413,0.000836337,-4.05E-05,0.000324206
BY60C-9_page_0274.out,-0.00320265,0.000614656,0.00973609,0.000802474,-3.92E-05,0.000318094
BY60C-9_page_0275.out,-0.00309348,0.00061155,0.00942624,0.000823966,-4.60E-05,0.000293547
BY60C-9_page_0276.out,-0.00300968,0.000590374,0.00911625,0.00082679,-4.00E-05,0.00031679
BY60C-9_page_0277.out,-0.00289264,0.000599385,0.00881148,0.000804324,-3.46E-05,0.000300082
BY60C-9_page_0278.out,-0.00280456,0.000610175,0.00846328,0.000823492,-4.24E-05,0.000323902
BY60C-9_page_0279.out,-0.00268219,0.00057201,0.00817913,0.000773519,-3.43E-05,0.000295255
BY60C-9_page_0280.out,-0.00259816,0.000621387,0.00784611,0.000784555,-4.20E-05,0.000302326
BY60C-9_page_0281.out,-0.00249597,0.000580722,0.0075166,0.000781973,-4.68E-05,0.000279748
BY60C-9_page_0282.out,-0.00241114,0.000582173,0.007198,0.000788561,-3.56E-05,0.000279562
BY60C-9_page_0283.out,-0.0022686,0.000560664,0.00686908,0.000764369,-4.08E-05,0.000281136
BY60C-9_page_0284.out,-0.00218804,0.000569878,0.00654418,0.000750489,-2.91E-05,0.000291784
BY60C-9_page_0285.out,-0.00208609,0.000620041,0.00621449,0.000737771,-2.30E-05,0.000276084
BY60C-9_page_0286.out,-0.00197411,0.000594755,0.00588131,0.000710182,-3.21E-05,0.00028415
BY60C-9_page_0287.out,-0.00187803,0.000577044,0.00552663,0.000719209,-2.06E-05,0.000275162
