Filename,No,mean(exx),stdev(exx),mean(eyy),stdev(eyy),mean(exy),stdev(exy)
BY60M-4_page_0269.out,,-0.0188173,0.0564869,0.277374,0.840905,0.0616058,0.246825
BY60M-4_page_0270.out,,-0.0181321,0.0582964,0.280889,0.856471,0.0631082,0.253517
BY60M-4_page_0271.out,,-0.0172991,0.0609171,0.285453,0.880185,0.0650136,0.263481
BY60M-4_page_0272.out,,-0.0162976,0.0645951,0.290103,0.909601,0.0670587,0.275551
BY60M-4_page_0273.out,,-0.0158139,0.0656904,0.291913,0.920802,0.0677448,0.278653
BY60M-4_page_0274.out,,-0.0146112,0.070262,0.298871,0.957844,0.0705296,0.293141
BY60M-4_page_0275.out,,-0.0133058,0.0739679,0.305372,0.981354,0.0733066,0.303247
BY60M-4_page_0276.out,,-0.0124247,0.0771,0.309244,0.999423,0.0750431,0.311317
BY60M-4_page_0277.out,,-0.0115213,0.0805078,0.313412,1.01894,0.0768764,0.319909
BY60M-4_page_0278.out,,-0.0108172,0.0831657,0.314929,1.02914,0.0776775,0.324135
BY60M-4_page_0279.out,,-0.00991486,0.0866642,0.319377,1.04932,0.0794522,0.332567
BY60M-4_page_0280.out,,-0.00902742,0.0902354,0.323291,1.06901,0.081284,0.341081
BY60M-4_page_0281.out,,-0.00814088,0.0937896,0.327479,1.08859,0.0830384,0.349363
BY60M-4_page_0282.out,,-0.00710811,0.0987369,0.333166,1.12149,0.0853992,0.362975
BY60M-4_page_0283.out,,-0.00588556,0.104971,0.341121,1.16714,0.0881735,0.379036
BY60M-4_page_0284.out,,-0.00473233,0.110522,0.347296,1.20334,0.0905474,0.392562
BY60M-4_page_0285.out,,-0.00313671,0.119021,0.35447,1.25023,0.0937225,0.412252
BY60M-4_page_0286.out,,-0.00209581,0.123783,0.358854,1.27242,0.0956806,0.422196
BY60M-4_page_0287.out,,-0.0010698,0.128506,0.361875,1.29212,0.097384,0.431726
BY60M-4_page_0288.out,,5.03E-05,0.133571,0.366223,1.3147,0.0993718,0.44197
BY60M-4_page_0289.out,,0.00103506,0.138157,0.368337,1.32554,0.100666,0.44841
BY60M-4_page_0290.out,,0.00214456,0.143157,0.371407,1.34564,0.102394,0.458076
BY60M-4_page_0291.out,,0.00321524,0.148117,0.375725,1.36724,0.104318,0.467749
BY60M-4_page_0292.out,,0.00453939,0.155921,0.380849,1.40572,0.10678,0.485228
BY60M-4_page_0293.out,,0.00682132,0.168713,0.392708,1.48423,0.111414,0.51431
BY60M-4_page_0294.out,,0.00947489,0.185229,0.399534,1.55053,0.115812,0.548103
BY60M-4_page_0295.out,,0.0111473,0.193217,0.404806,1.58195,0.118411,0.562639
BY60M-4_page_0296.out,,0.0127308,0.200963,0.41019,1.61319,0.121009,0.576986
BY60M-4_page_0297.out,,0.0141077,0.20777,0.414899,1.64044,0.123295,0.589604
BY60M-4_page_0298.out,,0.0154973,0.214794,0.419809,1.66826,0.125635,0.602523
BY60M-4_page_0299.out,,0.0169189,0.22303,0.421784,1.6824,0.1274,0.614058
BY60M-4_page_0300.out,,0.0182247,0.229822,0.426296,1.70854,0.129567,0.626234
BY60M-4_page_0301.out,,0.0195754,0.236823,0.430993,1.73561,0.131827,0.6389
BY60M-4_page_0302.out,,0.0208984,0.243657,0.43582,1.76262,0.134083,0.651383
BY60M-4_page_0303.out,,0.0213748,0.250194,0.439863,1.82475,0.135028,0.668544
BY60M-4_page_0304.out,,0.0236482,0.265912,0.450856,1.91253,0.139509,0.701859
BY60M-4_page_0305.out,,0.0248966,0.272357,0.454527,1.93823,0.141512,0.713703
BY60M-4_page_0306.out,,0.0264968,0.283418,0.461111,1.9903,0.144711,0.737672
BY60M-4_page_0307.out,,0.0248424,0.277945,0.456573,1.98619,0.141726,0.729448
BY60M-4_page_0308.out,,0.0259614,0.284089,0.460407,2.01049,0.14357,0.740583
BY60M-4_page_0309.out,,0.0270179,0.289927,0.463851,2.03236,0.145291,0.750955
BY60M-4_page_0310.out,,0.0281043,0.295835,0.467311,2.05464,0.147,0.76127
BY60M-4_page_0311.out,,0.0283526,0.297668,0.462826,2.04224,0.145802,0.757517
BY60M-4_page_0312.out,,0.031959,0.332655,0.480723,2.24568,0.153159,0.835254
BY60M-4_page_0313.out,,0.0337503,0.343452,0.485134,2.28216,0.155706,0.853537
BY60M-4_page_0314.out,,0.0354009,0.353642,0.489624,2.31814,0.1582,0.871266
BY60M-4_page_0315.out,,0.0369828,0.363577,0.493631,2.35216,0.160516,0.888399
BY60M-4_page_0316.out,,0.0387057,0.374562,0.497936,2.38932,0.162998,0.907083
BY60M-4_page_0317.out,,0.0410749,0.393743,0.502384,2.44176,0.166674,0.94106
BY60M-4_page_0318.out,,0.0427209,0.40472,0.505483,2.47422,0.168776,0.958563
BY60M-4_page_0319.out,,0.0442012,0.424144,0.509583,2.58559,0.170183,0.994285
BY60M-4_page_0320.out,,0.0467922,0.451377,0.507453,2.65656,0.17216,1.0385
BY60M-4_page_0321.out,,0.0464819,0.488125,0.470675,2.79867,0.160417,1.09475
BY60M-4_page_0322.out,,0.040661,0.44125,0.415555,2.37653,0.142475,0.958885
BY60M-4_page_0323.out,,0.0404971,0.438695,0.412087,2.36449,0.141355,0.953657
BY60M-4_page_0324.out,,0.0403625,0.436863,0.409941,2.35615,0.14067,0.950005
BY60M-4_page_0325.out,,0.0403444,0.436187,0.408797,2.35308,0.140343,0.948731
BY60M-4_page_0326.out,,0.0403929,0.435901,0.40786,2.35056,0.140098,0.94772
BY60M-4_page_0327.out,,0.0403739,0.43536,0.407086,2.34768,0.139875,0.946643
BY60M-4_page_0328.out,,0.0403026,0.43464,0.406337,2.34495,0.139607,0.945189
BY60M-4_page_0329.out,,0.0402721,0.433867,0.405778,2.34331,0.139415,0.944302
BY60M-4_page_0330.out,,0.0402844,0.433668,0.405385,2.34209,0.139315,0.943799
BY60M-4_page_0331.out,,0.0403976,0.434145,0.405114,2.34209,0.139331,0.944267
BY60M-4_page_0332.out,,0.0404113,0.434085,0.404745,2.34081,0.13923,0.943867
BY60M-4_page_0333.out,,0.0403684,0.433611,0.404429,2.33972,0.139122,0.943199
BY60M-4_page_0334.out,,0.040295,0.4329,0.404084,2.33851,0.138977,0.942491
BY60M-4_page_0335.out,,0.0403706,0.433315,0.404009,2.33929,0.138995,0.942869
BY60M-4_page_0336.out,,0.0403942,0.433267,0.403792,2.33865,0.138948,0.942639
BY60M-4_page_0337.out,,0.0404589,0.43341,0.403687,2.33859,0.138956,0.942836
BY60M-4_page_0338.out,,0.0404227,0.433031,0.403525,2.33815,0.138887,0.942352
