"Filename","mean(exx)","stdev(exx)","mean(eyy)","stdev(eyy)","mean(exy)","stdev(exy)"
"BY60C-7_page_0747.out",-0.0122959,0.00244513,0.0351823,0.00620073,0.000857559,0.00135358
"BY60C-7_page_0748.out",-0.0121726,0.00243559,0.0347697,0.00614095,0.000836402,0.00135153
"BY60C-7_page_0749.out",-0.0120149,0.00240742,0.0343475,0.00611446,0.000832697,0.00133037
"BY60C-7_page_0750.out",-0.0118878,0.00241225,0.0339389,0.00607459,0.000828824,0.00134069
"BY60C-7_page_0751.out",-0.0117494,0.00237667,0.0335357,0.00600451,0.00081784,0.00132073
"BY60C-7_page_0752.out",-0.011584,0.00235292,0.0331232,0.00594677,0.00080865,0.00130545
"BY60C-7_page_0753.out",-0.0114393,0.00235647,0.0326939,0.00589199,0.000783418,0.00128754
"BY60C-7_page_0754.out",-0.011285,0.00233122,0.0322775,0.00583759,0.000785453,0.00129144
"BY60C-7_page_0755.out",-0.011129,0.00231582,0.0318463,0.0058186,0.000774374,0.00127347
"BY60C-7_page_0756.out",-0.0109898,0.0023076,0.0314281,0.00574036,0.000757426,0.00126478
"BY60C-7_page_0757.out",-0.0108448,0.00228234,0.031001,0.00569632,0.000747477,0.0012555
"BY60C-7_page_0758.out",-0.0106826,0.00227369,0.0305521,0.00564678,0.000738446,0.00124383
"BY60C-7_page_0759.out",-0.010544,0.00226703,0.030128,0.0055849,0.000731245,0.00123195
"BY60C-7_page_0760.out",-0.0103758,0.00225444,0.0296848,0.00551058,0.00072989,0.0012179
"BY60C-7_page_0761.out",-0.0102172,0.00221888,0.0292132,0.00544706,0.000716382,0.0012034
"BY60C-7_page_0762.out",-0.0100763,0.00220446,0.0287911,0.00538319,0.000710948,0.00117964
"BY60C-7_page_0763.out",-0.00991404,0.00218697,0.0283416,0.00534021,0.000693015,0.0011754
"BY60C-7_page_0764.out",-0.00976278,0.00218494,0.0278834,0.00528675,0.000683162,0.0011639
"BY60C-7_page_0765.out",-0.00962695,0.00214031,0.0274494,0.00519446,0.000680992,0.00114548
"BY60C-7_page_0766.out",-0.00945861,0.00214982,0.0269672,0.00514276,0.000669373,0.0011425
"BY60C-7_page_0767.out",-0.00926988,0.00213211,0.0265174,0.00505225,0.000652146,0.00112765
"BY60C-7_page_0768.out",-0.00911709,0.00209113,0.0260749,0.00496604,0.000655845,0.00111503
"BY60C-7_page_0769.out",-0.00895517,0.00209144,0.0256109,0.00492057,0.000623552,0.00110395
"BY60C-7_page_0770.out",-0.00879646,0.00204871,0.0251418,0.00484127,0.000608813,0.0010746
"BY60C-7_page_0771.out",-0.00861329,0.00205261,0.0246749,0.00473755,0.000606974,0.00107241
"BY60C-7_page_0772.out",-0.0084668,0.00202242,0.0242075,0.00470533,0.000579627,0.00107138
"BY60C-7_page_0773.out",-0.00831399,0.00198837,0.0237262,0.0045945,0.000574762,0.00105832
"BY60C-7_page_0774.out",-0.00812883,0.00196963,0.0232462,0.00453443,0.000557499,0.00104862
"BY60C-7_page_0775.out",-0.00796553,0.00194024,0.02279,0.00445158,0.000543932,0.00103637
"BY60C-7_page_0776.out",-0.00778859,0.00193841,0.0223047,0.00431203,0.00053983,0.00101929
"BY60C-7_page_0777.out",-0.00763677,0.00190296,0.0218434,0.00428218,0.000533163,0.00100364
"BY60C-7_page_0778.out",-0.0074452,0.00189625,0.0213428,0.00417303,0.000508653,0.000993169
"BY60C-7_page_0779.out",-0.00731061,0.00186754,0.020872,0.00407425,0.00049846,0.000983066
"BY60C-7_page_0780.out",-0.00713973,0.00183561,0.0203956,0.00399222,0.000489383,0.000980113
"BY60C-7_page_0781.out",-0.00694543,0.00182196,0.0199244,0.00390937,0.000484276,0.000958017
"BY60C-7_page_0782.out",-0.00680084,0.00179767,0.0194606,0.00379986,0.000473761,0.000959799
"BY60C-7_page_0783.out",-0.00664295,0.00176862,0.0189659,0.00372541,0.000462744,0.000946433
"BY60C-7_page_0784.out",-0.0064651,0.00173086,0.0184901,0.00363408,0.000459747,0.000920273
"BY60C-7_page_0785.out",-0.00630112,0.00173406,0.0179932,0.00355684,0.000440641,0.00092048
"BY60C-7_page_0786.out",-0.00611691,0.00169066,0.0175156,0.00348095,0.000441347,0.000907119
"BY60C-7_page_0787.out",-0.00596928,0.00169399,0.0170359,0.00334547,0.000429413,0.000884192
"BY60C-7_page_0788.out",-0.00579021,0.00165586,0.0165603,0.00325744,0.000411282,0.000884952
"BY60C-7_page_0789.out",-0.00561982,0.00164623,0.0160936,0.00314214,0.000403645,0.0008709
"BY60C-7_page_0790.out",-0.0056562,0.00163259,0.0162158,0.00315539,0.000394632,0.000861629
"BY60C-7_page_0791.out",-0.00578566,0.00165115,0.0166249,0.00321553,0.000410864,0.000869287
"BY60C-7_page_0792.out",-0.00592533,0.00165469,0.0170463,0.00327211,0.000427096,0.00089451
"BY60C-7_page_0793.out",-0.00608216,0.00168175,0.0174834,0.00334888,0.000446783,0.000894258
"BY60C-7_page_0794.out",-0.00623697,0.00170228,0.0179248,0.00345067,0.000448498,0.000918198
"BY60C-7_page_0795.out",-0.0063877,0.00170318,0.0183909,0.00350799,0.000457262,0.00092549
"BY60C-7_page_0796.out",-0.00653852,0.00171972,0.0188623,0.00358654,0.000473414,0.000947496
"BY60C-7_page_0797.out",-0.00671977,0.00176932,0.0192909,0.00367917,0.000483644,0.000957464
"BY60C-7_page_0798.out",-0.00686021,0.00177084,0.0197511,0.00373169,0.000482368,0.000951574
"BY60C-7_page_0799.out",-0.00701284,0.00177921,0.0202103,0.00381633,0.000490617,0.000979787
"BY60C-7_page_0800.out",-0.00717692,0.00184696,0.0206527,0.0039415,0.000501528,0.000992216
"BY60C-7_page_0801.out",-0.00732618,0.00184237,0.0210979,0.00398174,0.00052025,0.000991231
"BY60C-7_page_0802.out",-0.00749928,0.00188685,0.0215795,0.00407411,0.000523433,0.00100126
"BY60C-7_page_0803.out",-0.00764868,0.00191729,0.0220184,0.00413117,0.000522261,0.00101755
"BY60C-7_page_0804.out",-0.00778645,0.00193569,0.0224897,0.00421311,0.000551115,0.00102833
"BY60C-7_page_0805.out",-0.00794431,0.00194851,0.0229342,0.00430724,0.000560001,0.00104841
"BY60C-7_page_0806.out",-0.00811268,0.00197993,0.0234026,0.00437177,0.00057503,0.0010437
"BY60C-7_page_0807.out",-0.00826489,0.00199577,0.0238677,0.00445184,0.000583537,0.00106875
"BY60C-7_page_0808.out",-0.00841467,0.00201026,0.0242981,0.00454122,0.000585303,0.00107392
"BY60C-7_page_0809.out",-0.00856227,0.00203254,0.0247698,0.00458709,0.000606366,0.00107288
"BY60C-7_page_0810.out",-0.00872744,0.00205395,0.0252099,0.00467556,0.000611526,0.00108742
"BY60C-7_page_0811.out",-0.00888598,0.0020678,0.025644,0.00472813,0.000623947,0.0011023
"BY60C-7_page_0812.out",-0.00903347,0.00209498,0.0260915,0.00481024,0.000642003,0.00111988
"BY60C-7_page_0813.out",-0.00920865,0.002113,0.0265258,0.0048898,0.000657327,0.00113393
"BY60C-7_page_0814.out",-0.00934314,0.00213573,0.0269969,0.00494373,0.000656844,0.00114333
"BY60C-7_page_0815.out",-0.00948537,0.00213699,0.0274172,0.00503428,0.000675922,0.00116624
"BY60C-7_page_0816.out",-0.00963672,0.00218154,0.0278588,0.00507831,0.000677521,0.00117974
"BY60C-7_page_0817.out",-0.00981136,0.00219551,0.0283052,0.00514134,0.00069214,0.00118569
"BY60C-7_page_0818.out",-0.00994591,0.0021956,0.0287261,0.0051931,0.000696171,0.0011847
"BY60C-7_page_0819.out",-0.0101,0.00221141,0.0291649,0.00526895,0.000710147,0.00121637
"BY60C-7_page_0820.out",-0.0102573,0.002249,0.0296207,0.00535146,0.000726719,0.00123216
"BY60C-7_page_0821.out",-0.0104034,0.00225463,0.030043,0.00539394,0.000729599,0.00123835
"BY60C-7_page_0822.out",-0.0105569,0.00228554,0.0304579,0.00545239,0.000734547,0.00123539
"BY60C-7_page_0823.out",-0.0106917,0.00231005,0.0309144,0.00551957,0.000749742,0.00126404
"BY60C-7_page_0824.out",-0.0108558,0.00231512,0.0313382,0.00560433,0.000758363,0.00128165
"BY60C-7_page_0825.out",-0.0110155,0.00233317,0.03177,0.00562768,0.000768872,0.00128383
"BY60C-7_page_0826.out",-0.0111551,0.00235709,0.0321965,0.0056735,0.000774227,0.00129376
"BY60C-7_page_0827.out",-0.0113076,0.00238193,0.0326112,0.00574115,0.000793868,0.00129054
"BY60C-7_page_0828.out",-0.0114715,0.00237802,0.0330392,0.00580686,0.000819916,0.0013093
"BY60C-7_page_0829.out",-0.0116226,0.00240673,0.0334392,0.00586222,0.000824356,0.00132084
"BY60C-7_page_0830.out",-0.0117634,0.00242255,0.0338679,0.00591904,0.000827433,0.00133856
"BY60C-7_page_0831.out",-0.0118828,0.00244752,0.0343223,0.00596174,0.00083807,0.00134085
"BY60C-7_page_0832.out",-0.0120415,0.00247731,0.0347375,0.00600438,0.000845062,0.00135587
"BY60C-7_page_0833.out",-0.012192,0.00249424,0.0351511,0.00608741,0.000857632,0.00136066
"BY60C-7_page_0834.out",-0.0123371,0.002486,0.0355648,0.00613317,0.000864902,0.00138041
"BY60C-7_page_0835.out",-0.012489,0.00251889,0.03598,0.00620014,0.00086078,0.00140359
"BY60C-7_page_0836.out",-0.0126214,0.0025288,0.0364119,0.00625798,0.000887299,0.0014029
"BY60C-7_page_0837.out",-0.0127632,0.00255296,0.0368251,0.00631898,0.000897198,0.00141197
"BY60C-7_page_0838.out",-0.0129153,0.0025904,0.0372591,0.00636777,0.000906825,0.00143234
"BY60C-7_page_0839.out",-0.0130445,0.00258754,0.0376877,0.00641862,0.000903792,0.0014472
"BY60C-7_page_0840.out",-0.0131975,0.00259174,0.0380781,0.00648832,0.000904607,0.00144353
"BY60C-7_page_0841.out",-0.0133591,0.00264897,0.0385071,0.00655644,0.000916765,0.00146085
"BY60C-7_page_0842.out",-0.0134855,0.00266012,0.0389445,0.00661046,0.000937025,0.00148143
"BY60C-7_page_0843.out",-0.0136336,0.00268563,0.0393563,0.00667907,0.000946411,0.00148968
"BY60C-7_page_0844.out",-0.0137943,0.00271413,0.0397907,0.00676057,0.000942597,0.00150478
"BY60C-7_page_0845.out",-0.0139366,0.00272809,0.040243,0.00686877,0.000951302,0.00152838
"BY60C-7_page_0846.out",-0.014104,0.0027735,0.0406572,0.00695799,0.000979196,0.00151757
"BY60C-7_page_0847.out",-0.0142671,0.00278568,0.0411065,0.00705691,0.000968923,0.00153737
"BY60C-7_page_0848.out",-0.014414,0.00283846,0.0415673,0.00719758,0.00097591,0.00155834
"BY60C-7_page_0849.out",-0.0145776,0.0028922,0.0420455,0.00732037,0.00100316,0.00156676
"BY60C-7_page_0850.out",-0.0147407,0.00291532,0.0425117,0.00747769,0.0010026,0.00157256
"BY60C-7_page_0851.out",-0.014926,0.0029813,0.0430152,0.00766298,0.00100955,0.00161074
"BY60C-7_page_0852.out",-0.0151148,0.00302726,0.0435142,0.00786551,0.00101745,0.00160525
"BY60C-7_page_0853.out",-0.0152901,0.00311454,0.0440311,0.00809453,0.00103369,0.00164126
"BY60C-7_page_0854.out",-0.015459,0.00320012,0.0445623,0.00835485,0.00103693,0.00165571
"BY60C-7_page_0855.out",-0.0156653,0.00328904,0.0451296,0.00866918,0.00105161,0.0016608
"BY60C-7_page_0856.out",-0.0158671,0.00338108,0.0456877,0.00898237,0.00107505,0.00168015
"BY60C-7_page_0857.out",-0.0160703,0.00352395,0.0462741,0.00936532,0.00107809,0.00170431
"BY60C-7_page_0858.out",-0.0162939,0.00362794,0.0468651,0.00976056,0.00107626,0.00173454
"BY60C-7_page_0859.out",-0.0164941,0.00376305,0.0474683,0.0102357,0.00107657,0.00174977
"BY60C-7_page_0860.out",-0.0167419,0.00395686,0.0481184,0.0107183,0.00110201,0.0017687
"BY60C-7_page_0861.out",-0.0169733,0.00416372,0.0487709,0.0112862,0.00110281,0.00179084
"BY60C-7_page_0862.out",-0.0172088,0.00435751,0.0494751,0.0119318,0.00109942,0.0018325
"BY60C-7_page_0863.out",-0.0174687,0.00460725,0.0502056,0.0126101,0.00111243,0.0018667
"BY60C-7_page_0864.out",-0.0177494,0.00485848,0.0509613,0.0134201,0.00112738,0.00188529
"BY60C-7_page_0865.out",-0.0180263,0.00514603,0.0517163,0.014184,0.0011191,0.00192825
