Filename,No.,mean(exx),stdev(exx),mean(eyy),stdev(eyy),mean(exy),stdev(exy)
BY60C-5_page_0515.out,514,0.0169159,0.00455285,-0.0387103,0.0100209,-0.000540908,0.003062
BY60C-5_page_0516.out,515,0.0170568,0.00457947,-0.0390666,0.0100057,-0.000542727,0.00306276
BY60C-5_page_0517.out,516,0.0171832,0.00455842,-0.039396,0.0100043,-0.000552039,0.00304578
BY60C-5_page_0518.out,517,0.0173239,0.00457716,-0.0397397,0.00999468,-0.000555489,0.00306443
BY60C-5_page_0519.out,518,0.0174806,0.0045787,-0.0400942,0.00997125,-0.000567901,0.00305979
BY60C-5_page_0520.out,519,0.017609,0.00459273,-0.040451,0.00996096,-0.000575386,0.00308526
BY60C-5_page_0521.out,520,0.0177791,0.0045943,-0.0407794,0.00997013,-0.00059886,0.00306821
BY60C-5_page_0522.out,521,0.0179139,0.00460446,-0.0411502,0.00995796,-0.00059483,0.00308284
BY60C-5_page_0523.out,522,0.0180722,0.00461351,-0.0415155,0.00996215,-0.000600744,0.00308396
BY60C-5_page_0524.out,523,0.0182051,0.00459936,-0.0418648,0.00997772,-0.000616116,0.00309636
BY60C-5_page_0525.out,524,0.0183602,0.0046429,-0.0422355,0.00995485,-0.000629121,0.00310229
BY60C-5_page_0526.out,525,0.0184992,0.00464271,-0.0426022,0.00993388,-0.000632025,0.00308593
BY60C-5_page_0527.out,526,0.018642,0.00463598,-0.0429795,0.00992874,-0.000642491,0.00309675
BY60C-5_page_0528.out,527,0.0188107,0.00464401,-0.0433642,0.00992137,-0.000653569,0.00309843
BY60C-5_page_0529.out,528,0.0189543,0.00464772,-0.0437412,0.00992337,-0.000668138,0.00310666
BY60C-5_page_0530.out,529,0.0191328,0.00467461,-0.0441219,0.00993661,-0.0006788,0.00311065
BY60C-5_page_0531.out,530,0.0192673,0.00465237,-0.0445047,0.00992258,-0.000695781,0.00310161
BY60C-5_page_0532.out,531,0.0194441,0.00467518,-0.0448889,0.00992888,-0.000700589,0.00312473
BY60C-5_page_0533.out,532,0.0195977,0.00469635,-0.0452828,0.00991375,-0.000697952,0.00312742
BY60C-5_page_0534.out,533,0.0197627,0.00469711,-0.0456729,0.00993482,-0.000711445,0.00313381
BY60C-5_page_0535.out,534,0.0199241,0.00468564,-0.0460486,0.00992959,-0.000725294,0.00313301
BY60C-5_page_0536.out,535,0.0200813,0.00470581,-0.0464523,0.00994652,-0.000735065,0.00313851
BY60C-5_page_0537.out,536,0.02023,0.00470171,-0.0468466,0.00993928,-0.000737035,0.00315213
BY60C-5_page_0538.out,537,0.0203885,0.0047172,-0.0472461,0.0099614,-0.000754218,0.00315687
BY60C-5_page_0539.out,538,0.0205531,0.00476212,-0.0476466,0.00993804,-0.000762818,0.00315232
BY60C-5_page_0540.out,539,0.0207317,0.00478315,-0.048021,0.00997743,-0.000773796,0.00317073
BY60C-5_page_0541.out,540,0.0209034,0.00477148,-0.0484495,0.00994824,-0.00078008,0.00316698
BY60C-5_page_0542.out,541,0.0210694,0.00477087,-0.0488413,0.00996334,-0.000791181,0.003173
BY60C-5_page_0543.out,542,0.0212018,0.00480996,-0.0492356,0.00998579,-0.000790559,0.00318099
BY60C-5_page_0544.out,543,0.0213727,0.00480609,-0.0496558,0.00998634,-0.000800797,0.00318437
BY60C-5_page_0545.out,544,0.0215506,0.00481969,-0.0500336,0.0100221,-0.000808834,0.0031905
BY60C-5_page_0546.out,545,0.0216282,0.00485322,-0.0502368,0.0100016,-0.000815576,0.00319428
BY60C-5_page_0547.out,546,0.0214973,0.00483674,-0.0499198,0.0100195,-0.000816438,0.00317148
BY60C-5_page_0548.out,547,0.021355,0.00482021,-0.0495829,0.00999346,-0.00079899,0.00318838
BY60C-5_page_0549.out,548,0.0212433,0.00483463,-0.0492179,0.00999941,-0.000788714,0.00317845
BY60C-5_page_0550.out,549,0.0210863,0.00478606,-0.0488721,0.00997494,-0.000784271,0.00318423
BY60C-5_page_0551.out,550,0.020937,0.00479213,-0.0484763,0.00997883,-0.000777596,0.00317079
BY60C-5_page_0552.out,551,0.020775,0.00476134,-0.0480994,0.00998018,-0.000758628,0.00315838
BY60C-5_page_0553.out,552,0.0206253,0.00477919,-0.0477367,0.00995754,-0.000749623,0.00314441
BY60C-5_page_0554.out,553,0.0204949,0.00475354,-0.0473581,0.00998475,-0.000748025,0.00316182
BY60C-5_page_0555.out,554,0.0203385,0.00473813,-0.0469869,0.00997384,-0.000732811,0.0031488
BY60C-5_page_0556.out,555,0.0201695,0.00475537,-0.0466105,0.00994711,-0.000724799,0.00315522
BY60C-5_page_0557.out,556,0.0200234,0.00471696,-0.0462358,0.00993896,-0.000720762,0.00312553
BY60C-5_page_0558.out,557,0.0198709,0.00472429,-0.0458551,0.00992485,-0.000713472,0.00311897
BY60C-5_page_0559.out,558,0.01972,0.00471914,-0.0454847,0.009926,-0.000688213,0.00312259
BY60C-5_page_0560.out,559,0.0195528,0.00470883,-0.0451061,0.00995355,-0.000693074,0.00309814
BY60C-5_page_0561.out,560,0.0194131,0.0047012,-0.0447386,0.00994204,-0.000688071,0.00311048
BY60C-5_page_0562.out,561,0.0192753,0.00469959,-0.0443591,0.00995929,-0.000669322,0.00310545
BY60C-5_page_0563.out,562,0.0191297,0.00467454,-0.0439844,0.00997186,-0.000660734,0.00309396
BY60C-5_page_0564.out,563,0.0189594,0.00467403,-0.0436123,0.00996328,-0.000649406,0.00309373
BY60C-5_page_0565.out,564,0.018814,0.00467523,-0.0432386,0.0099441,-0.000639337,0.00308851
BY60C-5_page_0566.out,565,0.0186493,0.00467399,-0.0428679,0.0099706,-0.00063599,0.00308509
BY60C-5_page_0567.out,566,0.0185124,0.00467113,-0.0425005,0.009981,-0.000628682,0.00308258
BY60C-5_page_0568.out,567,0.0183588,0.0046296,-0.0421427,0.00999827,-0.000619337,0.00308505
BY60C-5_page_0569.out,568,0.0182225,0.00462649,-0.0417708,0.00999018,-0.000595595,0.00308309
BY60C-5_page_0570.out,569,0.0180593,0.00461036,-0.0414196,0.00997588,-0.00058765,0.00307055
BY60C-5_page_0571.out,570,0.0179299,0.00461781,-0.0410495,0.00997998,-0.000584147,0.00306768
BY60C-5_page_0572.out,571,0.0177774,0.0046118,-0.0406796,0.00998747,-0.00058239,0.00305785
BY60C-5_page_0573.out,572,0.0176311,0.00458727,-0.0403215,0.00997841,-0.00055477,0.00303951
BY60C-5_page_0574.out,573,0.0174886,0.00460853,-0.0399616,0.0100113,-0.000550278,0.00305094
BY60C-5_page_0575.out,574,0.0173378,0.00457298,-0.0396058,0.0100252,-0.000548635,0.00303637
BY60C-5_page_0576.out,575,0.0171814,0.00457956,-0.0392485,0.0100126,-0.000536925,0.00305372
BY60C-5_page_0577.out,576,0.017038,0.0045789,-0.0388848,0.00999849,-0.00053427,0.00302971
BY60C-5_page_0578.out,577,0.0169043,0.0045777,-0.0385154,0.0100043,-0.000520509,0.00303749
BY60C-5_page_0579.out,578,0.0167337,0.00455258,-0.0381742,0.010025,-0.000497054,0.00304037
BY60C-5_page_0580.out,579,0.0165979,0.00454116,-0.0378267,0.0100274,-0.000491468,0.00302352
BY60C-5_page_0581.out,580,0.0164587,0.00455631,-0.0374621,0.0100495,-0.000493343,0.00301222
BY60C-5_page_0582.out,581,0.0163101,0.00454228,-0.0371099,0.0100504,-0.000473721,0.0030266
BY60C-5_page_0583.out,582,0.0161505,0.0045373,-0.036741,0.0100637,-0.000464515,0.00299851
BY60C-5_page_0584.out,583,0.01604,0.00453336,-0.0363846,0.0100499,-0.000461725,0.00298768
BY60C-5_page_0585.out,584,0.0158633,0.00451314,-0.0360164,0.0100396,-0.000451898,0.00299471
BY60C-5_page_0586.out,585,0.0157135,0.00450482,-0.0356439,0.0100477,-0.000448415,0.00299002
BY60C-5_page_0587.out,586,0.0155618,0.00451154,-0.03527,0.0100907,-0.000434575,0.0029575
BY60C-5_page_0588.out,587,0.0153852,0.0045093,-0.0348813,0.0100844,-0.000437052,0.00297912
BY60C-5_page_0589.out,588,0.0152226,0.00448244,-0.0344801,0.010093,-0.000419646,0.00297273
BY60C-5_page_0590.out,589,0.015085,0.00446942,-0.0340915,0.0100499,-0.000408235,0.00296136
BY60C-5_page_0591.out,590,0.014886,0.0044505,-0.0336496,0.010071,-0.000401187,0.00297886
BY60C-5_page_0592.out,591,0.0147285,0.00444237,-0.0332312,0.010061,-0.000389242,0.00296452
BY60C-5_page_0593.out,592,0.0145503,0.00442482,-0.0327936,0.0100598,-0.000380479,0.00294719
BY60C-5_page_0594.out,593,0.0143452,0.00443047,-0.0323422,0.0100762,-0.000369878,0.00294782
BY60C-5_page_0595.out,594,0.0141755,0.00441204,-0.0319071,0.0100521,-0.000367261,0.00296015
BY60C-5_page_0596.out,595,0.0139994,0.00439011,-0.0314451,0.0100287,-0.000351501,0.00295395
BY60C-5_page_0597.out,596,0.0138057,0.00437523,-0.030992,0.010012,-0.000337478,0.00293971
BY60C-5_page_0598.out,597,0.0136184,0.00437555,-0.0305088,0.0100013,-0.000325344,0.00296147
BY60C-5_page_0599.out,598,0.0134371,0.00431359,-0.0300573,0.00997234,-0.000312981,0.00295254
BY60C-5_page_0600.out,599,0.0132411,0.00427383,-0.0295943,0.00995949,-0.000304316,0.00292872
BY60C-5_page_0601.out,600,0.0130503,0.00428894,-0.0291086,0.00995835,-0.000293977,0.00291685
BY60C-5_page_0602.out,601,0.012858,0.00425585,-0.0286331,0.00993017,-0.000282253,0.00293435
BY60C-5_page_0603.out,602,0.0126611,0.00423972,-0.0281587,0.00988163,-0.000278255,0.00291447
BY60C-5_page_0604.out,603,0.0124587,0.00422041,-0.0276728,0.00987511,-0.000250853,0.0029288
BY60C-5_page_0605.out,604,0.0123501,0.00418842,-0.0274595,0.00982513,-0.000246847,0.00293124
BY60C-5_page_0606.out,605,0.0124625,0.00417664,-0.0277183,0.00979655,-0.000259029,0.00292246
BY60C-5_page_0607.out,606,0.0126074,0.00417744,-0.0280228,0.00979528,-0.000266412,0.00293174
BY60C-5_page_0608.out,607,0.012715,0.0041724,-0.028333,0.00979527,-0.000279828,0.00292694
BY60C-5_page_0609.out,608,0.0128279,0.00416032,-0.028664,0.00978581,-0.000282399,0.00292925
BY60C-5_page_0610.out,609,0.0129617,0.00416221,-0.0289964,0.00976609,-0.000298725,0.00293238
BY60C-5_page_0611.out,610,0.0130889,0.00419597,-0.029329,0.00975176,-0.000311326,0.00293132
BY60C-5_page_0612.out,611,0.0132117,0.00418336,-0.0296568,0.00971858,-0.000311566,0.00294203
BY60C-5_page_0613.out,612,0.0133527,0.0042001,-0.029984,0.00971108,-0.000324813,0.00295034
BY60C-5_page_0614.out,613,0.0134871,0.00419827,-0.0303303,0.00972412,-0.000328998,0.00296354
BY60C-5_page_0615.out,614,0.0136149,0.00421785,-0.030679,0.00971201,-0.00034261,0.00294225
BY60C-5_page_0616.out,615,0.0137393,0.00422521,-0.0310171,0.00970505,-0.000342489,0.00295177
BY60C-5_page_0617.out,616,0.0138942,0.0041957,-0.031361,0.00970561,-0.000363148,0.00295606
BY60C-5_page_0618.out,617,0.0140527,0.00422485,-0.031711,0.00969452,-0.000380953,0.00295954
BY60C-5_page_0619.out,618,0.0141853,0.00422893,-0.0320597,0.00966711,-0.00037657,0.0029674
BY60C-5_page_0620.out,619,0.0143349,0.00420212,-0.0324143,0.00966559,-0.000382686,0.00297286
BY60C-5_page_0621.out,620,0.0144754,0.00422692,-0.0327753,0.0096548,-0.000395385,0.00296641
BY60C-5_page_0622.out,621,0.0146107,0.00424242,-0.0331439,0.00966033,-0.00041287,0.0029785
BY60C-5_page_0623.out,622,0.0147812,0.00422001,-0.0335092,0.00964049,-0.000414339,0.00298187
BY60C-5_page_0624.out,623,0.014921,0.00424148,-0.0338727,0.00963808,-0.000423468,0.00297117
BY60C-5_page_0625.out,624,0.015082,0.00426801,-0.0342413,0.00964112,-0.000433197,0.00298876
BY60C-5_page_0626.out,625,0.0152339,0.00427402,-0.0346105,0.0096366,-0.000433559,0.00297579
BY60C-5_page_0627.out,626,0.0153828,0.00429137,-0.0349929,0.00960561,-0.000442119,0.0030031
BY60C-5_page_0628.out,627,0.0155286,0.00426895,-0.0353833,0.00959781,-0.000453289,0.00299571
BY60C-5_page_0629.out,628,0.0157008,0.00428669,-0.0357563,0.00962769,-0.000473442,0.00301192
BY60C-5_page_0630.out,629,0.0158792,0.00428004,-0.0361517,0.00960935,-0.000466496,0.00302178
BY60C-5_page_0631.out,630,0.0160158,0.00430833,-0.0365325,0.00960583,-0.000486815,0.00301565
BY60C-5_page_0632.out,631,0.0161628,0.00430553,-0.0369119,0.00958851,-0.000496138,0.00301269
BY60C-5_page_0633.out,632,0.0163353,0.00430493,-0.0373148,0.00955823,-0.0004995,0.00302823
BY60C-5_page_0634.out,633,0.0165185,0.00428356,-0.0377032,0.00961422,-0.000512172,0.00304471
BY60C-5_page_0635.out,634,0.0166616,0.00433117,-0.0381033,0.00960664,-0.000535276,0.00305499
BY60C-5_page_0636.out,635,0.016806,0.00434016,-0.0385253,0.0095762,-0.000539567,0.0030398
BY60C-5_page_0637.out,636,0.0169933,0.00435264,-0.0389157,0.00962143,-0.000553204,0.00306578
BY60C-5_page_0638.out,637,0.017177,0.00434221,-0.039324,0.00959123,-0.000560499,0.00305335
BY60C-5_page_0639.out,638,0.0173148,0.00436609,-0.0397378,0.00957942,-0.000564058,0.00306991
BY60C-5_page_0640.out,639,0.0174976,0.0043767,-0.0401502,0.00958896,-0.000579137,0.00306441
BY60C-5_page_0641.out,640,0.0176573,0.00438205,-0.0405521,0.00961606,-0.000586924,0.00308179
BY60C-5_page_0642.out,641,0.0178343,0.0044029,-0.040979,0.0096178,-0.000602929,0.00307521
BY60C-5_page_0643.out,642,0.0180051,0.00444369,-0.0414036,0.00961615,-0.000596081,0.00308254
BY60C-5_page_0644.out,643,0.0181569,0.00444435,-0.0418222,0.00961838,-0.000620896,0.00307857
BY60C-5_page_0645.out,644,0.0183453,0.00446478,-0.0422331,0.00960136,-0.000628262,0.00310862
BY60C-5_page_0646.out,645,0.0185179,0.00449014,-0.0426357,0.00962869,-0.000634528,0.00308532
BY60C-5_page_0647.out,646,0.0186912,0.00450565,-0.0430671,0.00963702,-0.00064788,0.00308552
BY60C-5_page_0648.out,647,0.0188741,0.00451276,-0.0434999,0.00965015,-0.00066108,0.00310216
BY60C-5_page_0649.out,648,0.0190464,0.00451944,-0.0439264,0.00965548,-0.000673906,0.00311995
BY60C-5_page_0650.out,649,0.0192209,0.00454538,-0.044338,0.00970125,-0.000683361,0.00313158
BY60C-5_page_0651.out,650,0.0194002,0.00454525,-0.0447724,0.00968635,-0.000670905,0.00313618
BY60C-5_page_0652.out,651,0.0195636,0.00457573,-0.0451976,0.0096784,-0.000689423,0.00313012
BY60C-5_page_0653.out,652,0.0197478,0.00459098,-0.0456105,0.00970154,-0.000705947,0.00314476
BY60C-5_page_0654.out,653,0.0199115,0.00461126,-0.0460311,0.0097222,-0.000715456,0.00315667
BY60C-5_page_0655.out,654,0.0200785,0.00463526,-0.0464562,0.0097408,-0.000718998,0.00315164
BY60C-5_page_0656.out,655,0.0202686,0.00463679,-0.0468707,0.00977989,-0.000732368,0.003156
BY60C-5_page_0657.out,656,0.0204047,0.00464194,-0.0471465,0.00979841,-0.000740998,0.00316014
BY60C-5_page_0658.out,657,0.0202582,0.00464691,-0.0468485,0.00977959,-0.00073148,0.00316264
BY60C-5_page_0659.out,658,0.0200923,0.00466695,-0.046481,0.00975168,-0.000722357,0.00315825
BY60C-5_page_0660.out,659,0.019964,0.00465442,-0.0460876,0.00973046,-0.000713107,0.00315724
BY60C-5_page_0661.out,660,0.0198315,0.0046147,-0.0457123,0.00971784,-0.000710928,0.00314453
BY60C-5_page_0662.out,661,0.0196511,0.00461905,-0.0453217,0.00972893,-0.000687079,0.00315184
BY60C-5_page_0663.out,662,0.0194869,0.00458514,-0.0449284,0.009728,-0.000684514,0.00312539
BY60C-5_page_0664.out,663,0.0193451,0.00459254,-0.0445368,0.00971343,-0.000672476,0.00312225
BY60C-5_page_0665.out,664,0.0191801,0.00456215,-0.0441451,0.00969909,-0.000662779,0.00312042
BY60C-5_page_0666.out,665,0.0190036,0.00456365,-0.0437186,0.00969608,-0.000660029,0.0031077
BY60C-5_page_0667.out,666,0.0188466,0.00454156,-0.0433362,0.00966732,-0.000640514,0.00309958
BY60C-5_page_0668.out,667,0.0186875,0.004531,-0.0429287,0.00965823,-0.000633152,0.00309416
BY60C-5_page_0669.out,668,0.0185301,0.0045073,-0.0425177,0.00967368,-0.000627049,0.00308494
BY60C-5_page_0670.out,669,0.0183718,0.00449978,-0.0421312,0.00966822,-0.000614057,0.00310042
BY60C-5_page_0671.out,670,0.0181939,0.00448823,-0.0417301,0.0096704,-0.000607686,0.00307654
BY60C-5_page_0672.out,671,0.0180359,0.00446039,-0.0413229,0.00968529,-0.000595869,0.00306346
BY60C-5_page_0673.out,672,0.0178691,0.0044606,-0.0409156,0.0096446,-0.000581749,0.00306633
BY60C-5_page_0674.out,673,0.0177136,0.0044461,-0.0405204,0.00965171,-0.000581315,0.00305039
BY60C-5_page_0675.out,674,0.0175491,0.0044344,-0.0401144,0.00967087,-0.00055462,0.00307113
BY60C-5_page_0676.out,675,0.0173949,0.00442172,-0.0397225,0.00964029,-0.000553724,0.00307872
BY60C-5_page_0677.out,676,0.0172433,0.00440397,-0.0393205,0.00967802,-0.000554203,0.00304748
BY60C-5_page_0678.out,677,0.0170642,0.00440334,-0.0389394,0.00967433,-0.000543744,0.00305131
BY60C-5_page_0679.out,678,0.0169222,0.00440869,-0.0385373,0.00964131,-0.00052583,0.00302436
BY60C-5_page_0680.out,679,0.0167502,0.00438792,-0.0381412,0.009654,-0.000516444,0.0030473
BY60C-5_page_0681.out,680,0.0165883,0.00437087,-0.0377728,0.00964446,-0.000510688,0.00302241
BY60C-5_page_0682.out,681,0.0164067,0.00437668,-0.0373691,0.0096215,-0.000491027,0.0030252
BY60C-5_page_0683.out,682,0.0162637,0.00433946,-0.0369876,0.00963967,-0.000488503,0.00301583
BY60C-5_page_0684.out,683,0.0161028,0.00432231,-0.0365949,0.00965844,-0.000485026,0.00300911
BY60C-5_page_0685.out,684,0.0159434,0.00434064,-0.0362215,0.00966611,-0.000460691,0.00301227
BY60C-5_page_0686.out,685,0.0157995,0.00433647,-0.0358389,0.00964728,-0.000460909,0.00299147
BY60C-5_page_0687.out,686,0.0156284,0.00431834,-0.0354442,0.00964811,-0.000449956,0.0029956
BY60C-5_page_0688.out,687,0.0154883,0.00431046,-0.0350693,0.00965098,-0.000437898,0.00298736
BY60C-5_page_0689.out,688,0.0153296,0.00430247,-0.0346865,0.00966894,-0.000439966,0.00297569
BY60C-5_page_0690.out,689,0.0151499,0.00429744,-0.0343159,0.00967857,-0.000433095,0.00297239
BY60C-5_page_0691.out,690,0.0150158,0.00428352,-0.0339391,0.00967617,-0.000412304,0.00296166
BY60C-5_page_0692.out,691,0.0148675,0.00427088,-0.0335643,0.00971035,-0.000414701,0.00297319
BY60C-5_page_0693.out,692,0.0146925,0.00428768,-0.0331752,0.00970838,-0.000413851,0.00295812
BY60C-5_page_0694.out,693,0.0145529,0.00428901,-0.0327992,0.00970596,-0.00038546,0.0029623
BY60C-5_page_0695.out,694,0.0144099,0.00424765,-0.0324265,0.00969432,-0.000373931,0.00295622
BY60C-5_page_0696.out,695,0.0142622,0.00425963,-0.0320542,0.00969873,-0.000371383,0.00294417
BY60C-5_page_0697.out,696,0.0141079,0.00425564,-0.0316885,0.00971778,-0.000362868,0.00295519
BY60C-5_page_0698.out,697,0.0139346,0.00424711,-0.0313033,0.00972374,-0.000331365,0.00295181
BY60C-5_page_0699.out,698,0.0137748,0.00422744,-0.0309176,0.00971313,-0.000341812,0.00294018
BY60C-5_page_0700.out,699,0.0136465,0.00423095,-0.0305426,0.0097417,-0.000328741,0.00294237
BY60C-5_page_0701.out,700,0.0134797,0.00421821,-0.0301551,0.00973646,-0.000335298,0.00293284
BY60C-5_page_0702.out,701,0.0133166,0.00420741,-0.0297785,0.00971443,-0.000311463,0.00292156
BY60C-5_page_0703.out,702,0.0131734,0.00420627,-0.0294106,0.00974088,-0.000305677,0.00290602
BY60C-5_page_0704.out,703,0.0130191,0.00419274,-0.0290152,0.0097591,-0.000294829,0.00291598
BY60C-5_page_0705.out,704,0.0128579,0.00417168,-0.0286333,0.00975279,-0.000280807,0.00293439
BY60C-5_page_0706.out,705,0.0127134,0.0041796,-0.028228,0.00977565,-0.000275375,0.00291686
BY60C-5_page_0707.out,706,0.0125531,0.00414934,-0.0278159,0.00976366,-0.000253281,0.00291693
BY60C-5_page_0708.out,707,0.0123609,0.00414357,-0.0274189,0.00974983,-0.000250503,0.0029155
BY60C-5_page_0709.out,708,0.0121958,0.00415897,-0.0269951,0.00973361,-0.000245156,0.00288232
BY60C-5_page_0710.out,709,0.0120269,0.00413531,-0.0265924,0.00971012,-0.000221659,0.00289493
BY60C-5_page_0711.out,710,0.011867,0.00410126,-0.0261539,0.009737,-0.000208127,0.0029086
BY60C-5_page_0712.out,711,0.0116784,0.00408559,-0.0257139,0.00970108,-0.00020468,0.00287001
BY60C-5_page_0713.out,712,0.0114971,0.00406324,-0.0252622,0.00968512,-0.000188527,0.0028818
BY60C-5_page_0714.out,713,0.0113157,0.00404714,-0.0248127,0.00967301,-0.000171653,0.00286601
BY60C-5_page_0715.out,714,0.0111269,0.00402399,-0.0243407,0.0096548,-0.000174749,0.00285106
BY60C-5_page_0716.out,715,0.0109155,0.00400583,-0.0238777,0.00962289,-0.000153894,0.0028649
BY60C-5_page_0717.out,716,0.0107048,0.00398444,-0.0234061,0.00962245,-0.000136838,0.00285262
BY60C-5_page_0718.out,717,0.0105283,0.00395903,-0.0229256,0.00959634,-0.00012752,0.00283273
BY60C-5_page_0719.out,718,0.0103222,0.00393068,-0.0224452,0.00959305,-0.00011985,0.0028334
BY60C-5_page_0720.out,719,0.0101138,0.00391246,-0.02195,0.00959364,-9.79E-05,0.00282664
BY60C-5_page_0721.out,720,0.00991145,0.00388223,-0.0214776,0.00952167,-8.69E-05,0.00280199
BY60C-5_page_0722.out,721,0.0097153,0.00384109,-0.0209821,0.00955547,-5.98E-05,0.00279966
BY60C-5_page_0723.out,722,0.00951022,0.00383414,-0.0205009,0.00952942,-5.82E-05,0.00280906
BY60C-5_page_0724.out,723,0.00932447,0.00379805,-0.0199918,0.00953613,-4.59E-05,0.00280648
BY60C-5_page_0725.out,724,0.00910312,0.00377426,-0.01951,0.00950154,-1.49E-05,0.00278259
BY60C-5_page_0726.out,725,0.00901796,0.00375062,-0.0193074,0.00949309,-9.03E-06,0.00279266
BY60C-5_page_0727.out,726,0.00913569,0.00376795,-0.0195905,0.00948171,-2.89E-05,0.00278525
BY60C-5_page_0728.out,727,0.00925152,0.00377303,-0.0199181,0.00948514,-4.18E-05,0.00279253
BY60C-5_page_0729.out,728,0.00936429,0.00379137,-0.0202512,0.00946979,-5.44E-05,0.00279258
BY60C-5_page_0730.out,729,0.00950834,0.00379882,-0.0205802,0.00946521,-5.29E-05,0.0028025
BY60C-5_page_0731.out,730,0.00963944,0.00379071,-0.0209255,0.00946217,-6.66E-05,0.00280285
BY60C-5_page_0732.out,731,0.00977188,0.00381023,-0.0212736,0.00942122,-6.74E-05,0.00280924
BY60C-5_page_0733.out,732,0.00990261,0.00379854,-0.0216047,0.00940312,-8.55E-05,0.0028096
BY60C-5_page_0734.out,733,0.0100551,0.0037956,-0.0219531,0.0094351,-9.98E-05,0.00281194
BY60C-5_page_0735.out,734,0.0101943,0.00380133,-0.0223082,0.00941245,-0.000106111,0.00280603
BY60C-5_page_0736.out,735,0.0103382,0.00380568,-0.0226661,0.00938658,-0.000107483,0.0028119
BY60C-5_page_0737.out,736,0.010481,0.00380857,-0.0230121,0.00938948,-0.000119839,0.00281501
BY60C-5_page_0738.out,737,0.0106136,0.00383763,-0.0233773,0.0093661,-0.000130272,0.00281661
BY60C-5_page_0739.out,738,0.0107722,0.00385312,-0.0237453,0.00931948,-0.000149456,0.0028128
BY60C-5_page_0740.out,739,0.0109176,0.00383077,-0.0240914,0.00936865,-0.000145973,0.0028342
BY60C-5_page_0741.out,740,0.0110569,0.00385641,-0.0244666,0.00934683,-0.000153912,0.00282276
BY60C-5_page_0742.out,741,0.0112084,0.00385101,-0.0248336,0.00933906,-0.00016671,0.00284158
BY60C-5_page_0743.out,742,0.0113675,0.00384718,-0.0252173,0.00931019,-0.000168574,0.00284527
BY60C-5_page_0744.out,743,0.0115201,0.00387262,-0.0256064,0.00931544,-0.000184968,0.0028585
BY60C-5_page_0745.out,744,0.0116658,0.00383721,-0.025958,0.00930969,-0.000204916,0.00286048
BY60C-5_page_0746.out,745,0.0118343,0.0038648,-0.0263516,0.00932159,-0.000210821,0.00287471
BY60C-5_page_0747.out,746,0.0119816,0.00387427,-0.0267439,0.00929861,-0.000214928,0.00286579
BY60C-5_page_0748.out,747,0.012151,0.00388377,-0.0271166,0.0093055,-0.000230359,0.00288634
BY60C-5_page_0749.out,748,0.0122989,0.00389142,-0.0275345,0.00929229,-0.000230369,0.00287727
BY60C-5_page_0750.out,749,0.0124658,0.00389889,-0.0279233,0.00930016,-0.000249759,0.00288864
BY60C-5_page_0751.out,750,0.0126405,0.00387386,-0.0283004,0.00928285,-0.000256043,0.00290247
BY60C-5_page_0752.out,751,0.0127915,0.00387166,-0.0287143,0.00926725,-0.000271226,0.0028857
BY60C-5_page_0753.out,752,0.0129291,0.00390636,-0.0290955,0.00928153,-0.000264778,0.00288903
BY60C-5_page_0754.out,753,0.0131185,0.00391618,-0.0295106,0.00926804,-0.000294081,0.00290026
BY60C-5_page_0755.out,754,0.0132906,0.00392281,-0.029922,0.00925857,-0.000305747,0.00290816
BY60C-5_page_0756.out,755,0.0134537,0.00392707,-0.0303288,0.00925488,-0.000308515,0.00292031
BY60C-5_page_0757.out,756,0.0136215,0.00395125,-0.0307444,0.0092428,-0.000315913,0.0029294
BY60C-5_page_0758.out,757,0.0137957,0.0039461,-0.0311504,0.00923,-0.000342205,0.00292062
BY60C-5_page_0759.out,758,0.0139437,0.00397088,-0.0315785,0.00921835,-0.000346212,0.00294133
BY60C-5_page_0760.out,759,0.0141197,0.00397398,-0.0320006,0.00923257,-0.000349428,0.00294323
BY60C-5_page_0761.out,760,0.0142866,0.00399994,-0.0324226,0.00924281,-0.000370112,0.00295378
BY60C-5_page_0762.out,761,0.0144772,0.0040097,-0.0328466,0.00922225,-0.000376884,0.00295266
BY60C-5_page_0763.out,762,0.0146663,0.0040134,-0.0332745,0.00921607,-0.000385683,0.00294864
BY60C-5_page_0764.out,763,0.0148045,0.00400879,-0.0336919,0.00922872,-0.000384172,0.00294456
BY60C-5_page_0765.out,764,0.0149867,0.00401113,-0.0341134,0.00922926,-0.000412867,0.00294127
BY60C-5_page_0766.out,765,0.0151624,0.00405054,-0.0345562,0.00922114,-0.000415723,0.00295522
BY60C-5_page_0767.out,766,0.0153338,0.00406724,-0.0349839,0.00923249,-0.000422013,0.00298348
BY60C-5_page_0768.out,767,0.0155102,0.00408841,-0.035416,0.00924657,-0.000442594,0.00298147
BY60C-5_page_0769.out,768,0.0157032,0.00407295,-0.0358485,0.00926489,-0.000441829,0.00299511
BY60C-5_page_0770.out,769,0.0158617,0.00409255,-0.0362932,0.00926286,-0.000450965,0.00300697
BY60C-5_page_0771.out,770,0.0160351,0.00410976,-0.0367083,0.00927518,-0.000469037,0.00299514
BY60C-5_page_0772.out,771,0.0162345,0.00415369,-0.0371638,0.00924022,-0.000473279,0.00302199
BY60C-5_page_0773.out,772,0.0164015,0.00413603,-0.0375906,0.00927188,-0.000478669,0.00302472
